Image_name,Emotion
54863.png,fear
34889.png,happy
39772.png,happy
81078.png,surprise
35378.png,surprise
80445.png,happy
32728.png,happy
11936.png,sorrow
14184.png,sorrow
79486.png,disregard
76316.png,disgust
64111.png,fear
44383.png,disgust
63031.png,fear
54452.png,fear
17583.png,neutral
85501.png,sorrow
48516.png,disregard
15654.png,happy
50855.png,disgust
51942.png,surprise
75881.png,neutral
84734.png,disgust
3069.png,happy
84759.png,happy
33881.png,happy
89286.png,neutral
55443.png,surprise
95335.png,disregard
80878.png,fear
63867.png,sorrow
51679.png,angry
30603.png,disgust
86413.png,surprise
47148.png,happy
32409.png,neutral
33969.png,fear
19270.png,angry
63932.png,sorrow
85137.png,disgust
39706.png,sorrow
64556.png,disregard
29608.png,neutral
52780.png,surprise
92557.png,surprise
99081.png,disregard
9840.png,disgust
35852.png,neutral
83739.png,angry
64653.png,surprise
84058.png,angry
34375.png,angry
70661.png,sorrow
14227.png,angry
17165.png,sorrow
85324.png,angry
84143.png,angry
15871.png,sorrow
99214.png,disregard
45666.png,disregard
91870.png,fear
46666.png,surprise
24346.png,neutral
26163.png,disregard
61900.png,disgust
79973.png,surprise
36925.png,happy
27839.png,angry
50383.png,disregard
70849.png,disgust
52616.png,happy
85753.png,happy
45730.png,angry
81260.png,neutral
81067.png,happy
90907.png,angry
76139.png,disregard
45665.png,fear
37972.png,disregard
85249.png,sorrow
18741.png,happy
86105.png,surprise
92690.png,disgust
12526.png,happy
88482.png,disgust
36634.png,neutral
89436.png,surprise
34024.png,sorrow
83185.png,disgust
498.png,surprise
68239.png,disregard
53237.png,angry
43547.png,disgust
68073.png,disgust
49192.png,neutral
84294.png,happy
17334.png,disregard
61746.png,happy
21045.png,fear
75535.png,disgust
46759.png,fear
65825.png,disgust
43700.png,happy
96997.png,happy
29128.png,neutral
47697.png,sorrow
90711.png,neutral
95442.png,disgust
12956.png,surprise
27622.png,surprise
18419.png,surprise
36184.png,fear
22640.png,neutral
82293.png,happy
17268.png,sorrow
95860.png,surprise
59954.png,surprise
72897.png,fear
94110.png,fear
13933.png,disgust
20351.png,disgust
28967.png,surprise
116.png,disregard
46570.png,disgust
89584.png,sorrow
46383.png,happy
46460.png,surprise
11651.png,surprise
37097.png,angry
64037.png,sorrow
63940.png,disgust
38655.png,happy
10648.png,sorrow
33522.png,sorrow
1315.png,disgust
86369.png,disgust
47806.png,happy
34352.png,sorrow
60999.png,sorrow
28768.png,neutral
64697.png,sorrow
97586.png,disregard
26852.png,disgust
96556.png,happy
92591.png,surprise
72514.png,surprise
44376.png,surprise
25011.png,happy
47072.png,angry
9735.png,fear
85391.png,disregard
93171.png,neutral
47214.png,surprise
43449.png,sorrow
68528.png,happy
24479.png,fear
4567.png,sorrow
19612.png,disregard
15069.png,disgust
27550.png,disgust
67287.png,surprise
10352.png,happy
87203.png,happy
95979.png,disregard
94715.png,angry
73051.png,sorrow
57048.png,surprise
8243.png,sorrow
91988.png,surprise
33979.png,disregard
9001.png,angry
53305.png,disgust
10914.png,sorrow
15157.png,angry
78382.png,surprise
35897.png,disregard
80205.png,surprise
87842.png,surprise
12994.png,neutral
41055.png,happy
81701.png,neutral
4748.png,angry
48515.png,disregard
65489.png,disregard
61277.png,sorrow
23266.png,disregard
5772.png,disgust
31168.png,angry
30113.png,disregard
95850.png,neutral
2276.png,disgust
85316.png,disgust
90771.png,neutral
80154.png,neutral
96875.png,angry
36842.png,sorrow
60119.png,surprise
43067.png,fear
1267.png,disgust
37529.png,happy
91007.png,angry
46253.png,surprise
75172.png,disregard
99960.png,fear
37284.png,surprise
33502.png,fear
11987.png,disregard
4115.png,neutral
86486.png,sorrow
28211.png,angry
55990.png,disregard
82275.png,fear
81438.png,sorrow
37025.png,angry
69774.png,happy
12432.png,angry
8348.png,fear
79922.png,disregard
15885.png,sorrow
61984.png,sorrow
89810.png,neutral
85438.png,angry
26051.png,surprise
29773.png,surprise
67025.png,surprise
38288.png,neutral
11973.png,surprise
4067.png,disregard
14149.png,happy
84886.png,disregard
6331.png,surprise
79841.png,disgust
70282.png,sorrow
19496.png,disregard
97436.png,surprise
76932.png,disregard
83334.png,disregard
32173.png,sorrow
63851.png,disregard
24044.png,angry
49861.png,sorrow
25432.png,surprise
50128.png,fear
98840.png,happy
66836.png,disgust
16700.png,surprise
29072.png,sorrow
26565.png,sorrow
46863.png,disgust
50070.png,sorrow
34140.png,neutral
77721.png,neutral
50516.png,disregard
61518.png,angry
95420.png,happy
82652.png,angry
93768.png,angry
79670.png,surprise
28738.png,angry
89565.png,disregard
44484.png,fear
88914.png,surprise
43447.png,sorrow
3510.png,disregard
65675.png,angry
20101.png,fear
66061.png,disgust
99240.png,angry
76828.png,sorrow
61102.png,fear
90620.png,disgust
72788.png,neutral
73826.png,surprise
49470.png,happy
90362.png,fear
69114.png,angry
49947.png,neutral
29116.png,surprise
78855.png,fear
95228.png,happy
19546.png,neutral
42667.png,neutral
16060.png,sorrow
82770.png,sorrow
3825.png,disregard
11886.png,surprise
43351.png,fear
78028.png,surprise
65026.png,neutral
69945.png,disregard
48373.png,surprise
73830.png,angry
22443.png,surprise
67768.png,sorrow
99808.png,fear
76908.png,sorrow
40004.png,neutral
13670.png,angry
37402.png,disregard
39110.png,disgust
6873.png,surprise
73052.png,sorrow
37177.png,happy
30949.png,disregard
37131.png,sorrow
70917.png,happy
82836.png,fear
16027.png,disgust
66347.png,neutral
98832.png,neutral
77188.png,surprise
75254.png,neutral
59712.png,sorrow
2926.png,surprise
2835.png,surprise
36077.png,disgust
42022.png,neutral
63300.png,disgust
56211.png,disgust
74216.png,neutral
17847.png,fear
30128.png,disregard
26387.png,sorrow
53936.png,fear
85731.png,happy
63796.png,angry
17002.png,happy
65738.png,happy
26869.png,angry
3814.png,sorrow
2689.png,disregard
81635.png,disgust
76840.png,neutral
38697.png,angry
15958.png,fear
5325.png,sorrow
54866.png,surprise
8733.png,sorrow
47612.png,angry
31887.png,disgust
29033.png,sorrow
92807.png,surprise
90894.png,surprise
30773.png,sorrow
44141.png,surprise
33855.png,surprise
91029.png,neutral
40403.png,sorrow
90469.png,fear
15522.png,disgust
75549.png,angry
6523.png,happy
55292.png,fear
61809.png,angry
19746.png,fear
86384.png,angry
98595.png,disregard
59901.png,fear
90647.png,fear
32524.png,happy
8471.png,sorrow
91922.png,angry
88623.png,happy
91093.png,angry
29925.png,surprise
12007.png,disregard
15588.png,surprise
55262.png,angry
35577.png,sorrow
54300.png,neutral
91118.png,fear
60106.png,sorrow
10012.png,neutral
72762.png,disgust
52758.png,sorrow
51177.png,surprise
31748.png,fear
97095.png,disregard
20507.png,happy
90135.png,surprise
85114.png,neutral
27563.png,happy
82732.png,happy
91488.png,happy
77915.png,neutral
79438.png,sorrow
48062.png,happy
70964.png,sorrow
48454.png,sorrow
29561.png,neutral
12104.png,fear
80157.png,angry
62877.png,disregard
68893.png,happy
22074.png,disregard
18829.png,sorrow
87228.png,disregard
14827.png,sorrow
66898.png,neutral
77287.png,happy
27233.png,neutral
18681.png,angry
90837.png,sorrow
59161.png,neutral
45618.png,angry
76327.png,fear
40197.png,neutral
80099.png,sorrow
38866.png,fear
70545.png,disgust
94351.png,disgust
91602.png,sorrow
82238.png,fear
4425.png,surprise
80362.png,disgust
96285.png,disgust
49131.png,angry
63381.png,disgust
49267.png,neutral
46580.png,fear
69051.png,disregard
60993.png,neutral
83274.png,disregard
63338.png,angry
59956.png,happy
46977.png,sorrow
30307.png,happy
70291.png,angry
20639.png,surprise
70908.png,neutral
71150.png,angry
3529.png,fear
94623.png,neutral
73563.png,sorrow
19797.png,happy
48088.png,happy
48018.png,sorrow
95547.png,disgust
56429.png,happy
91867.png,happy
46817.png,disgust
2604.png,angry
66662.png,happy
18270.png,neutral
14230.png,happy
49653.png,angry
32158.png,disgust
12070.png,surprise
86781.png,angry
11048.png,sorrow
61445.png,disgust
72267.png,disgust
53552.png,neutral
6883.png,fear
64868.png,sorrow
31005.png,happy
24007.png,happy
70811.png,disgust
53850.png,happy
61354.png,sorrow
99739.png,neutral
17801.png,surprise
64521.png,happy
75738.png,disgust
84610.png,disregard
13207.png,happy
96733.png,sorrow
22093.png,disregard
91585.png,fear
7188.png,fear
21505.png,sorrow
91626.png,disregard
5154.png,happy
906.png,disgust
49671.png,disgust
2231.png,happy
14926.png,happy
18361.png,fear
49400.png,disregard
77426.png,neutral
12888.png,surprise
60823.png,sorrow
28800.png,fear
16242.png,angry
74498.png,fear
41999.png,neutral
43157.png,angry
95375.png,disgust
28305.png,neutral
71067.png,disgust
28522.png,neutral
1888.png,disregard
4445.png,disgust
89548.png,happy
4376.png,happy
31858.png,sorrow
79586.png,fear
42555.png,surprise
74199.png,sorrow
38385.png,angry
68206.png,happy
57758.png,disregard
66266.png,disregard
58513.png,disregard
68057.png,angry
24281.png,disgust
28381.png,disregard
21528.png,happy
90797.png,sorrow
99476.png,neutral
51163.png,happy
86163.png,fear
2819.png,disgust
39818.png,sorrow
20804.png,happy
8343.png,angry
82225.png,neutral
57335.png,fear
52860.png,sorrow
7369.png,disgust
56830.png,disgust
24224.png,angry
50862.png,sorrow
18762.png,disregard
84791.png,disgust
47985.png,surprise
6192.png,angry
54937.png,angry
36258.png,fear
71721.png,sorrow
37216.png,disregard
33278.png,happy
49211.png,surprise
84265.png,happy
99045.png,surprise
22675.png,disgust
16063.png,fear
48609.png,disgust
1072.png,disregard
68967.png,fear
63612.png,happy
35919.png,angry
52309.png,surprise
28294.png,angry
47503.png,disgust
46694.png,angry
26931.png,surprise
2041.png,disgust
94951.png,sorrow
50624.png,disregard
801.png,neutral
45734.png,happy
80526.png,neutral
28339.png,happy
22314.png,sorrow
55930.png,fear
13188.png,disgust
55688.png,happy
29560.png,neutral
17306.png,surprise
6939.png,fear
39454.png,happy
70872.png,disregard
73159.png,neutral
79768.png,fear
65041.png,disgust
35940.png,surprise
78532.png,happy
85224.png,surprise
54985.png,surprise
26551.png,disgust
68496.png,angry
57561.png,fear
29045.png,fear
67504.png,disregard
39001.png,sorrow
10717.png,disregard
85539.png,disregard
52556.png,sorrow
26598.png,angry
60154.png,surprise
89257.png,disgust
44745.png,happy
39524.png,happy
19564.png,fear
50126.png,disregard
36823.png,surprise
75754.png,surprise
89117.png,neutral
22462.png,angry
18372.png,neutral
69646.png,fear
11995.png,happy
5383.png,disregard
8998.png,happy
73172.png,happy
46626.png,disgust
26117.png,disregard
67661.png,disregard
65776.png,angry
63194.png,sorrow
36909.png,sorrow
2319.png,disgust
56924.png,surprise
34482.png,disregard
53922.png,neutral
24871.png,sorrow
62479.png,angry
72346.png,surprise
53945.png,happy
35691.png,disgust
78556.png,disregard
24272.png,disregard
5217.png,angry
86119.png,fear
39242.png,disregard
48077.png,happy
49317.png,fear
99405.png,disgust
66053.png,angry
64655.png,happy
79126.png,sorrow
65878.png,disregard
7566.png,disregard
98394.png,sorrow
34077.png,happy
32026.png,neutral
6147.png,happy
91049.png,sorrow
98528.png,neutral
51948.png,happy
69369.png,happy
8761.png,surprise
15359.png,disgust
8351.png,sorrow
11565.png,fear
27716.png,happy
62456.png,sorrow
48453.png,disregard
30878.png,angry
62860.png,disregard
9699.png,disregard
85401.png,sorrow
89560.png,happy
6371.png,disregard
15469.png,happy
6464.png,surprise
16917.png,disgust
24439.png,fear
31912.png,fear
1690.png,fear
31557.png,surprise
45050.png,angry
80503.png,disgust
253.png,disgust
65621.png,angry
98280.png,sorrow
7618.png,disregard
45639.png,disgust
26191.png,angry
73133.png,disgust
23270.png,disgust
28272.png,fear
1714.png,happy
92485.png,happy
67863.png,disregard
35022.png,disgust
53027.png,surprise
74642.png,disregard
77048.png,surprise
99157.png,happy
39609.png,disgust
52078.png,disgust
33618.png,disregard
16932.png,angry
44569.png,happy
61192.png,fear
66505.png,sorrow
75892.png,surprise
91024.png,disgust
99518.png,disgust
58905.png,disregard
82894.png,disregard
4948.png,sorrow
81657.png,sorrow
49485.png,fear
97250.png,happy
89032.png,sorrow
6744.png,surprise
49175.png,surprise
99680.png,sorrow
32221.png,surprise
9904.png,happy
25360.png,neutral
77237.png,neutral
77207.png,fear
35923.png,disgust
52094.png,angry
66404.png,happy
30877.png,neutral
55191.png,happy
26509.png,fear
99706.png,sorrow
18357.png,neutral
18431.png,happy
62369.png,disregard
56162.png,neutral
25714.png,disregard
37974.png,sorrow
11063.png,disregard
50695.png,disgust
42133.png,surprise
22708.png,neutral
11221.png,happy
74656.png,disregard
33253.png,disgust
54166.png,neutral
72619.png,disgust
90523.png,disgust
17144.png,angry
14367.png,neutral
21837.png,disregard
80358.png,disregard
56742.png,disregard
95016.png,sorrow
21604.png,disgust
67727.png,disregard
36571.png,happy
63974.png,neutral
84838.png,disgust
73215.png,happy
32995.png,surprise
88178.png,sorrow
61656.png,disgust
59563.png,surprise
6373.png,happy
29940.png,sorrow
84830.png,happy
56489.png,disgust
99749.png,fear
36922.png,happy
82426.png,surprise
56092.png,sorrow
36372.png,sorrow
60997.png,angry
39199.png,happy
95480.png,angry
1125.png,fear
4643.png,sorrow
86411.png,angry
82442.png,neutral
64352.png,angry
81139.png,disgust
10330.png,neutral
95092.png,angry
90660.png,disgust
38246.png,angry
79205.png,surprise
47534.png,neutral
7774.png,disregard
95712.png,sorrow
65134.png,angry
95131.png,sorrow
81703.png,neutral
29725.png,happy
75083.png,fear
53021.png,sorrow
92341.png,disregard
93584.png,happy
85760.png,disgust
58520.png,fear
1096.png,angry
75581.png,fear
1158.png,sorrow
24160.png,fear
68957.png,fear
34299.png,happy
94207.png,neutral
78299.png,angry
9639.png,surprise
68917.png,sorrow
66316.png,happy
93729.png,neutral
93543.png,disregard
50874.png,disgust
11467.png,angry
42508.png,happy
67064.png,fear
18876.png,sorrow
9863.png,surprise
52948.png,sorrow
41659.png,surprise
7432.png,neutral
54439.png,happy
11624.png,sorrow
74808.png,fear
98275.png,sorrow
57870.png,angry
53404.png,sorrow
22954.png,happy
87631.png,happy
92249.png,surprise
51036.png,fear
18534.png,disregard
13481.png,disregard
62575.png,happy
38013.png,neutral
4141.png,sorrow
71706.png,surprise
87802.png,angry
67540.png,neutral
59485.png,neutral
55631.png,sorrow
17249.png,neutral
94918.png,disregard
49050.png,happy
780.png,happy
54295.png,sorrow
72014.png,surprise
962.png,sorrow
13939.png,sorrow
8855.png,disgust
50216.png,happy
55414.png,neutral
10832.png,happy
64218.png,sorrow
51462.png,disgust
18384.png,disgust
47347.png,disgust
94850.png,disgust
94220.png,sorrow
51083.png,neutral
63957.png,happy
13181.png,disgust
62757.png,disgust
50011.png,fear
47962.png,surprise
5786.png,neutral
28476.png,disregard
57073.png,fear
83309.png,happy
86684.png,fear
76786.png,happy
18077.png,angry
54188.png,happy
70334.png,sorrow
82980.png,fear
74222.png,fear
50638.png,angry
95241.png,disregard
4393.png,angry
57430.png,happy
84662.png,disregard
4261.png,surprise
61533.png,fear
70050.png,sorrow
14934.png,sorrow
74714.png,happy
58522.png,neutral
53864.png,disgust
91737.png,fear
85248.png,fear
84511.png,fear
96405.png,fear
1047.png,disregard
1176.png,happy
46145.png,fear
82240.png,fear
11798.png,surprise
45347.png,angry
34901.png,happy
36507.png,surprise
1391.png,neutral
21232.png,disgust
26928.png,happy
24930.png,surprise
50232.png,disgust
89815.png,happy
65299.png,happy
2388.png,sorrow
10687.png,sorrow
92916.png,disgust
38064.png,disgust
52.png,neutral
10886.png,fear
55527.png,angry
25517.png,fear
8487.png,fear
89842.png,angry
45870.png,disregard
55968.png,angry
11071.png,neutral
19468.png,disregard
12272.png,disgust
1814.png,fear
634.png,happy
70993.png,disgust
76984.png,disregard
13661.png,happy
19400.png,surprise
71429.png,surprise
45152.png,disgust
10080.png,disgust
86887.png,happy
40132.png,surprise
23799.png,happy
62229.png,fear
93305.png,disgust
20197.png,disgust
9400.png,surprise
7491.png,sorrow
82797.png,neutral
32515.png,surprise
65156.png,surprise
71610.png,disgust
60265.png,disregard
56759.png,happy
23367.png,fear
19221.png,sorrow
49323.png,happy
90285.png,angry
11746.png,sorrow
17450.png,disregard
8825.png,surprise
78515.png,neutral
45544.png,fear
79101.png,fear
4063.png,neutral
68383.png,surprise
18798.png,sorrow
82292.png,fear
94696.png,happy
33071.png,disregard
90290.png,angry
28154.png,fear
80530.png,disregard
6619.png,disregard
23573.png,disregard
25602.png,surprise
35273.png,disgust
45604.png,disregard
65610.png,disregard
50449.png,neutral
5489.png,sorrow
6782.png,fear
67621.png,disregard
56201.png,disgust
89840.png,angry
15642.png,happy
84502.png,angry
20429.png,fear
92672.png,disgust
36713.png,angry
18627.png,surprise
21948.png,surprise
17229.png,happy
95974.png,surprise
16203.png,sorrow
286.png,happy
17096.png,neutral
90611.png,happy
63411.png,disgust
76373.png,fear
25840.png,disregard
35024.png,surprise
63739.png,surprise
62591.png,neutral
44961.png,neutral
99201.png,angry
96275.png,surprise
52520.png,angry
42183.png,fear
99937.png,disgust
20618.png,disgust
45501.png,surprise
85502.png,surprise
82651.png,happy
10575.png,angry
4428.png,fear
87907.png,disgust
18026.png,disregard
38294.png,neutral
88819.png,surprise
16832.png,sorrow
3795.png,neutral
79802.png,disregard
1448.png,angry
40895.png,disgust
63558.png,happy
16595.png,angry
28271.png,sorrow
26133.png,happy
79109.png,happy
58728.png,neutral
26803.png,fear
19866.png,sorrow
42492.png,happy
28481.png,disgust
13217.png,sorrow
43807.png,disgust
53647.png,happy
54964.png,sorrow
22375.png,surprise
23207.png,neutral
48975.png,disgust
18873.png,disregard
43335.png,happy
13294.png,disgust
64163.png,happy
52320.png,angry
79682.png,fear
82780.png,neutral
28696.png,sorrow
13483.png,surprise
43708.png,neutral
39697.png,sorrow
68494.png,angry
55596.png,disregard
55251.png,disgust
52223.png,angry
51501.png,fear
59834.png,angry
46737.png,fear
3310.png,surprise
6466.png,happy
25361.png,neutral
65697.png,disregard
97510.png,sorrow
62831.png,disgust
11945.png,surprise
91177.png,neutral
67013.png,happy
44830.png,sorrow
37032.png,neutral
59474.png,happy
28992.png,happy
18672.png,disgust
54158.png,neutral
20019.png,disgust
64005.png,neutral
66083.png,sorrow
20330.png,disregard
82576.png,sorrow
29653.png,angry
85704.png,happy
92368.png,fear
17748.png,disregard
65559.png,happy
50618.png,angry
66965.png,disgust
21480.png,fear
31292.png,angry
6854.png,angry
28859.png,surprise
66752.png,fear
48601.png,fear
98049.png,disgust
51395.png,disregard
32497.png,neutral
79303.png,sorrow
74335.png,disgust
54987.png,neutral
73173.png,disregard
98085.png,disgust
14990.png,angry
67936.png,angry
45230.png,neutral
65692.png,sorrow
10526.png,neutral
49775.png,surprise
67631.png,disregard
71216.png,fear
75506.png,angry
99400.png,fear
56400.png,sorrow
98489.png,fear
90505.png,disgust
37729.png,fear
82818.png,angry
28829.png,sorrow
72749.png,sorrow
19506.png,sorrow
66446.png,neutral
96769.png,surprise
51659.png,neutral
88883.png,disgust
52368.png,fear
68646.png,disregard
45546.png,angry
51178.png,sorrow
75942.png,happy
30905.png,happy
75430.png,disregard
99287.png,angry
99971.png,angry
83844.png,surprise
3367.png,disgust
64311.png,happy
89167.png,happy
76259.png,happy
46077.png,fear
60239.png,neutral
34819.png,neutral
80399.png,angry
90679.png,fear
3863.png,happy
88804.png,sorrow
31584.png,surprise
27797.png,neutral
1676.png,happy
75692.png,disgust
83736.png,disgust
7749.png,neutral
92228.png,neutral
70715.png,happy
71163.png,disregard
35161.png,happy
3121.png,sorrow
62509.png,angry
52672.png,sorrow
5654.png,fear
897.png,happy
27882.png,surprise
11064.png,disregard
3025.png,happy
2901.png,disgust
1328.png,surprise
13205.png,disregard
96260.png,angry
16674.png,fear
63842.png,happy
2227.png,disgust
79560.png,disgust
20966.png,disregard
45423.png,happy
5272.png,sorrow
37359.png,sorrow
60892.png,disregard
94367.png,neutral
41681.png,angry
21153.png,happy
79882.png,angry
37795.png,disregard
25496.png,angry
96656.png,surprise
95482.png,disgust
93948.png,fear
53598.png,fear
15500.png,surprise
62442.png,fear
33828.png,neutral
2897.png,disregard
61309.png,neutral
16407.png,disgust
90594.png,fear
86803.png,disgust
46795.png,disgust
55073.png,fear
2249.png,disregard
50896.png,disregard
37619.png,angry
51615.png,sorrow
62876.png,disgust
72546.png,happy
35688.png,sorrow
58428.png,surprise
49579.png,happy
52531.png,disregard
321.png,neutral
47081.png,sorrow
3531.png,surprise
6476.png,surprise
14176.png,disgust
35841.png,happy
45147.png,angry
98041.png,angry
71620.png,angry
24205.png,angry
57450.png,happy
82212.png,fear
86513.png,angry
83308.png,neutral
60982.png,surprise
48490.png,disgust
27211.png,surprise
53640.png,disgust
22630.png,surprise
52534.png,surprise
50773.png,fear
91245.png,angry
33287.png,angry
26316.png,disgust
89740.png,disregard
12111.png,happy
36085.png,happy
45548.png,surprise
4961.png,sorrow
84338.png,surprise
13358.png,neutral
72924.png,disgust
33126.png,angry
46620.png,fear
4298.png,surprise
80056.png,surprise
95416.png,angry
65709.png,surprise
47130.png,happy
37091.png,fear
13952.png,neutral
48479.png,happy
31222.png,angry
40102.png,angry
25246.png,happy
20864.png,happy
56027.png,disregard
57480.png,neutral
85207.png,fear
48519.png,happy
18380.png,disregard
77298.png,neutral
97860.png,neutral
79729.png,angry
67876.png,happy
1159.png,fear
15686.png,angry
39209.png,happy
87734.png,happy
57329.png,angry
41647.png,happy
8955.png,sorrow
39963.png,surprise
33598.png,fear
94779.png,sorrow
80935.png,neutral
4473.png,surprise
31457.png,disregard
15318.png,sorrow
31793.png,disregard
89441.png,fear
51824.png,disregard
79990.png,neutral
38023.png,happy
26974.png,happy
5480.png,happy
94996.png,neutral
36473.png,neutral
3625.png,surprise
11358.png,angry
49295.png,sorrow
14515.png,happy
24305.png,disgust
14541.png,sorrow
15447.png,surprise
43222.png,sorrow
44967.png,fear
69134.png,angry
52886.png,surprise
56384.png,happy
44827.png,sorrow
89327.png,neutral
41610.png,disgust
77436.png,neutral
88217.png,neutral
60353.png,sorrow
11899.png,sorrow
4011.png,angry
24294.png,disregard
33147.png,fear
78073.png,fear
25247.png,angry
30986.png,sorrow
37147.png,neutral
10591.png,disgust
87188.png,fear
532.png,happy
4665.png,angry
68726.png,disgust
95341.png,happy
35105.png,disgust
19491.png,neutral
44618.png,neutral
7239.png,neutral
17933.png,neutral
96419.png,disregard
44318.png,disregard
68482.png,happy
72525.png,fear
87931.png,angry
10212.png,sorrow
36881.png,happy
1423.png,angry
79980.png,sorrow
28546.png,disregard
80034.png,disregard
1415.png,surprise
93855.png,neutral
40840.png,angry
94471.png,neutral
88147.png,sorrow
81510.png,fear
26763.png,surprise
99504.png,angry
45900.png,fear
64188.png,disregard
41021.png,fear
4881.png,neutral
54463.png,angry
57577.png,sorrow
87419.png,surprise
47483.png,fear
57258.png,sorrow
8983.png,happy
34974.png,neutral
53574.png,neutral
88013.png,surprise
1974.png,sorrow
61779.png,sorrow
80867.png,happy
49492.png,disgust
80225.png,happy
18948.png,disregard
6253.png,fear
68745.png,angry
27188.png,fear
48308.png,fear
7726.png,fear
32343.png,happy
68956.png,neutral
4169.png,angry
42856.png,disgust
10122.png,fear
73007.png,happy
28681.png,angry
2608.png,disregard
12669.png,disgust
32980.png,happy
82873.png,disgust
62581.png,happy
4819.png,angry
39237.png,disgust
69466.png,sorrow
59017.png,fear
89319.png,disgust
85725.png,surprise
63056.png,happy
85908.png,disregard
19915.png,happy
9825.png,angry
93987.png,happy
95776.png,fear
76962.png,disgust
57356.png,sorrow
22441.png,neutral
92121.png,sorrow
43046.png,sorrow
21735.png,neutral
11885.png,surprise
7768.png,disregard
60903.png,happy
85980.png,sorrow
55597.png,happy
13778.png,sorrow
28541.png,sorrow
87432.png,happy
73204.png,disregard
71669.png,disregard
90816.png,disregard
14044.png,angry
23237.png,surprise
92211.png,neutral
41099.png,fear
54664.png,disregard
26240.png,disgust
53972.png,sorrow
66109.png,disregard
24645.png,surprise
96166.png,fear
90102.png,neutral
89123.png,fear
98708.png,disregard
34123.png,happy
2626.png,sorrow
14514.png,angry
95993.png,sorrow
88018.png,happy
60026.png,disregard
25404.png,sorrow
80927.png,sorrow
14894.png,sorrow
16903.png,surprise
63078.png,fear
82555.png,happy
529.png,neutral
6611.png,disregard
98865.png,fear
2377.png,fear
82851.png,angry
30861.png,surprise
48583.png,disgust
94547.png,neutral
9697.png,neutral
53485.png,neutral
63858.png,disregard
17423.png,surprise
74402.png,sorrow
60900.png,angry
64194.png,angry
49571.png,happy
2392.png,neutral
30683.png,happy
74249.png,happy
3222.png,fear
75691.png,sorrow
70076.png,angry
16238.png,angry
13391.png,disgust
32885.png,sorrow
71281.png,neutral
823.png,sorrow
5343.png,disregard
85567.png,disgust
45693.png,fear
51311.png,neutral
81907.png,fear
81251.png,happy
73522.png,neutral
18254.png,neutral
66292.png,disregard
2099.png,happy
19260.png,angry
27777.png,neutral
72889.png,happy
36652.png,neutral
8369.png,surprise
89368.png,neutral
6524.png,surprise
7235.png,disregard
55065.png,neutral
24989.png,happy
36599.png,happy
62886.png,sorrow
78230.png,surprise
65899.png,angry
86678.png,sorrow
73084.png,disgust
11949.png,neutral
86900.png,neutral
79288.png,disregard
54490.png,disgust
29191.png,angry
6039.png,fear
60132.png,happy
40116.png,angry
2848.png,sorrow
48397.png,neutral
74994.png,disgust
47847.png,disgust
1985.png,happy
53532.png,fear
81458.png,happy
36873.png,happy
55288.png,happy
18932.png,happy
58925.png,surprise
83193.png,fear
97038.png,sorrow
67702.png,surprise
29672.png,angry
61866.png,sorrow
13198.png,disregard
85148.png,happy
68381.png,neutral
66539.png,sorrow
95997.png,angry
4864.png,angry
46628.png,fear
75987.png,disregard
29515.png,angry
22994.png,sorrow
47415.png,happy
51708.png,disregard
61973.png,sorrow
2528.png,happy
16760.png,disregard
1959.png,fear
85653.png,disgust
27100.png,neutral
33355.png,happy
99426.png,sorrow
92522.png,disgust
88426.png,surprise
90258.png,fear
86352.png,disregard
75930.png,sorrow
15301.png,disgust
50534.png,fear
26099.png,disregard
81239.png,angry
13060.png,disregard
31723.png,surprise
19761.png,surprise
37124.png,sorrow
34586.png,disregard
45329.png,disgust
35433.png,surprise
65747.png,neutral
24811.png,surprise
51823.png,disregard
88219.png,disregard
48752.png,disgust
21819.png,disgust
65684.png,angry
17721.png,disregard
94015.png,angry
432.png,disregard
26549.png,disregard
46982.png,disgust
91167.png,surprise
3351.png,sorrow
93366.png,angry
24474.png,fear
8952.png,neutral
68988.png,sorrow
7923.png,surprise
56818.png,fear
97604.png,surprise
28537.png,neutral
36703.png,sorrow
43971.png,surprise
67456.png,disregard
49716.png,sorrow
14708.png,disgust
45183.png,neutral
73739.png,surprise
58464.png,happy
2661.png,disregard
20822.png,sorrow
23442.png,disgust
58405.png,disgust
47443.png,surprise
42273.png,disregard
30954.png,angry
33731.png,disgust
12246.png,angry
49977.png,disregard
15041.png,surprise
55551.png,angry
24909.png,disregard
98131.png,happy
67075.png,disgust
68236.png,disgust
72555.png,happy
8812.png,fear
90929.png,happy
93911.png,neutral
71871.png,disgust
62947.png,sorrow
13849.png,surprise
80086.png,happy
67104.png,disregard
72311.png,angry
13490.png,surprise
16731.png,fear
41584.png,happy
31758.png,neutral
6286.png,sorrow
35258.png,disgust
86454.png,neutral
66709.png,surprise
32057.png,fear
94629.png,surprise
69347.png,surprise
80355.png,disgust
14523.png,sorrow
1331.png,disgust
10054.png,fear
42930.png,neutral
23587.png,disgust
85664.png,neutral
53466.png,sorrow
92932.png,happy
5696.png,neutral
58057.png,disgust
2029.png,happy
53227.png,fear
52021.png,fear
47746.png,fear
29840.png,neutral
83563.png,fear
97619.png,surprise
95733.png,neutral
39378.png,disregard
7840.png,disregard
44031.png,disregard
98739.png,surprise
66427.png,neutral
16603.png,sorrow
9282.png,disregard
5904.png,sorrow
